Population Size: 10 Tournament Size: 2 Generations: 10 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.48521358159912387, Time: 5.4380712
Population Size: 10 Tournament Size: 2 Generations: 10 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 5.2476903
Population Size: 25 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238776, Time: 112.20516759999998
Population Size: 100 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5328587075575028, Average: 0.5097426067907992, Time: 420.9374333999999
Population Size: 10 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 66.25414130000001
Population Size: 25 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5350492880613362, Average: 0.5299671412924425, Time: 138.2056721
Population Size: 100 Tournament Size: 3 Generations: 10 Mutation Count: 3 Best: 0.5355969331872946, Average: 0.3543537787513692, Time: 39.61626960000012, Date: 2022-07-24 01:48:08.364617
Population Size: 500 Tournament Size: 3 Generations: 10 Mutation Count: 3 Best: 0.5295728368017525, Average: 0.3155805038335165, Time: 188.2227201999999, Date: 2022-07-24 01:51:16.588063
Population Size: 10 Tournament Size: 6 Generations: 10 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5121029572836802, Time: 8.85142709999991, Date: 2022-07-24 01:51:25.440740
Population Size: 50 Tournament Size: 6 Generations: 10 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.36625410733844477, Time: 24.708036100000072, Date: 2022-07-24 01:51:50.149561
Population Size: 100 Tournament Size: 6 Generations: 10 Mutation Count: 3 Best: 0.5355969331872946, Average: 0.3799397590361447, Time: 41.834766100000024, Date: 2022-07-24 01:52:31.985230
Population Size: 500 Tournament Size: 6 Generations: 10 Mutation Count: 3 Best: 0.5383351588170865, Average: 0.3041117196056958, Time: 191.53308739999989, Date: 2022-07-24 01:55:43.518595
Population Size: 10 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 61.56295540000019, Date: 2022-07-24 01:56:45.082350
Population Size: 50 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5301204819277109, Average: 0.5282913472070099, Time: 257.3164494, Date: 2022-07-24 02:01:02.400048
Population Size: 100 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5196933187294628, Time: 437.7328546000001, Date: 2022-07-24 02:08:20.134050
Population Size: 500 Tournament Size: 3 Generations: 100 Mutation Count: 1 Best: 0.5366922234392114, Average: 0.3996812705366926, Time: 1898.9217112000001, Date: 2022-07-24 02:39:59.056983
Population Size: 10 Tournament Size: 6 Generations: 100 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 76.84764479999922, Date: 2022-07-24 02:41:15.905398
Population Size: 50 Tournament Size: 6 Generations: 100 Mutation Count: 1 Best: 0.5290251916757941, Average: 0.5290251916757935, Time: 250.81278010000005, Date: 2022-07-24 02:45:26.719201
Population Size: 100 Tournament Size: 6 Generations: 100 Mutation Count: 1 Best: 0.5312157721796276, Average: 0.5234118291347207, Time: 437.45415930000036, Date: 2022-07-24 02:52:44.174546
Population Size: 500 Tournament Size: 6 Generations: 100 Mutation Count: 1 Best: 0.5295728368017525, Average: 0.39789266155531217, Time: 1850.4258573999996, Date: 2022-07-24 03:23:34.601187
Population Size: 10 Tournament Size: 3 Generations: 100 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 57.42779210000026, Date: 2022-07-24 03:24:32.030189
Population Size: 50 Tournament Size: 3 Generations: 100 Mutation Count: 2 Best: 0.5290251916757941, Average: 0.5279956188389927, Time: 207.06944569999996, Date: 2022-07-24 03:27:59.100421
Population Size: 100 Tournament Size: 3 Generations: 100 Mutation Count: 2 Best: 0.5284775465498357, Average: 0.5162322015334057, Time: 374.0494520000002, Date: 2022-07-24 03:34:13.151067
Population Size: 500 Tournament Size: 3 Generations: 100 Mutation Count: 2 Best: 0.5366922234392114, Average: 0.40766265060240964, Time: 1888.8890633, Date: 2022-07-24 04:05:42.040912
Population Size: 10 Tournament Size: 6 Generations: 100 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 76.09506019999935, Date: 2022-07-24 04:06:58.137332
Population Size: 50 Tournament Size: 6 Generations: 100 Mutation Count: 2 Best: 0.5290251916757941, Average: 0.5289047097480829, Time: 236.49898919999941, Date: 2022-07-24 04:10:54.637113
Population Size: 100 Tournament Size: 6 Generations: 100 Mutation Count: 2 Best: 0.536144578313253, Average: 0.5234720700985754, Time: 416.9027064999991, Date: 2022-07-24 04:17:51.540975
Population Size: 500 Tournament Size: 6 Generations: 100 Mutation Count: 2 Best: 0.5334063526834611, Average: 0.4232486308871849, Time: 1887.9328018999986, Date: 2022-07-24 04:49:19.474928
Population Size: 10 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 56.215103000000454, Date: 2022-07-24 04:50:15.691177
Population Size: 50 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5328587075575028, Average: 0.528138006571742, Time: 208.6553769000002, Date: 2022-07-24 04:53:44.347650
Population Size: 100 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5350492880613362, Average: 0.5230668127053665, Time: 386.7266834000002, Date: 2022-07-24 05:00:11.074990
Population Size: 500 Tournament Size: 3 Generations: 100 Mutation Count: 3 Best: 0.5405257393209201, Average: 0.3982836801752472, Time: 1901.4245444999997, Date: 2022-07-24 05:31:52.501007
Population Size: 10 Tournament Size: 6 Generations: 100 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 76.99887500000114, Date: 2022-07-24 05:33:09.500425
Population Size: 50 Tournament Size: 6 Generations: 100 Mutation Count: 3 Best: 0.5295728368017525, Average: 0.5281489594742612, Time: 226.45082449999973, Date: 2022-07-24 05:36:55.952355
Population Size: 100 Tournament Size: 6 Generations: 100 Mutation Count: 3 Best: 0.5328587075575028, Average: 0.5260624315443587, Time: 418.87618119999934, Date: 2022-07-24 05:43:54.829834
Population Size: 500 Tournament Size: 6 Generations: 100 Mutation Count: 3 Best: 0.5295728368017525, Average: 0.4028214676889376, Time: 1870.5330924999998, Date: 2022-07-24 06:15:05.363713
Population Size: 10 Tournament Size: 3 Generations: 250 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 140.1599145, Date: 2022-07-24 06:17:25.525115
Population Size: 50 Tournament Size: 3 Generations: 250 Mutation Count: 1 Best: 0.5295728368017525, Average: 0.5295728368017523, Time: 618.3689683000011, Date: 2022-07-24 06:27:43.895497
Population Size: 100 Tournament Size: 3 Generations: 250 Mutation Count: 1 Best: 0.536144578313253, Average: 0.5289704271631975, Time: 1017.5626643000032, Date: 2022-07-24 06:44:41.459547
Population Size: 500 Tournament Size: 3 Generations: 250 Mutation Count: 1 Best: 0.5339539978094195, Average: 0.49682803943044884, Time: 4671.275391200001, Date: 2022-07-24 08:02:32.736531
Population Size: 10 Tournament Size: 6 Generations: 250 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 190.66898189999847, Date: 2022-07-24 08:05:43.407116
Population Size: 50 Tournament Size: 6 Generations: 250 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238777, Time: 529.8995838999981, Date: 2022-07-24 08:14:33.307770
Population Size: 100 Tournament Size: 6 Generations: 250 Mutation Count: 1 Best: 0.5284775465498357, Average: 0.5284775465498366, Time: 1031.0564473000013, Date: 2022-07-24 08:31:44.365748
Population Size: 500 Tournament Size: 6 Generations: 250 Mutation Count: 1 Best: 0.5334063526834611, Average: 0.5011106243154431, Time: 4804.634231999997, Date: 2022-07-24 09:51:49.001427
Population Size: 10 Tournament Size: 3 Generations: 250 Mutation Count: 2 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 140.33600189999925, Date: 2022-07-24 09:54:09.339322
Population Size: 50 Tournament Size: 3 Generations: 250 Mutation Count: 2 Best: 0.5334063526834611, Average: 0.5285432639649512, Time: 538.5491956999977, Date: 2022-07-24 10:03:07.889920
Population Size: 100 Tournament Size: 3 Generations: 250 Mutation Count: 2 Best: 0.5284775465498357, Average: 0.5279572836801745, Time: 919.2509371000015, Date: 2022-07-24 10:18:27.142236
Population Size: 500 Tournament Size: 3 Generations: 250 Mutation Count: 2 Best: 0.5306681270536692, Average: 0.4782004381161007, Time: 4806.502782500003, Date: 2022-07-24 11:38:33.646486
Population Size: 10 Tournament Size: 6 Generations: 250 Mutation Count: 2 Best: 0.5388828039430449, Average: 0.5388828039430448, Time: 299.92789300000004, Date: 2022-07-24 11:43:33.576096
Population Size: 50 Tournament Size: 6 Generations: 250 Mutation Count: 2 Best: 0.5334063526834611, Average: 0.5316867469879515, Time: 796.7108412000016, Date: 2022-07-24 11:56:50.288554
Population Size: 100 Tournament Size: 6 Generations: 250 Mutation Count: 2 Best: 0.5290251916757941, Average: 0.5279408543263957, Time: 1024.6563892999984, Date: 2022-07-24 12:13:54.946177
Population Size: 500 Tournament Size: 6 Generations: 250 Mutation Count: 2 Best: 0.5328587075575028, Average: 0.48738116100766643, Time: 4841.707875500004, Date: 2022-07-24 13:34:36.655931
Population Size: 10 Tournament Size: 3 Generations: 250 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 143.24376669999765, Date: 2022-07-24 13:36:59.901466
Population Size: 50 Tournament Size: 3 Generations: 250 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238777, Time: 493.18926459999784, Date: 2022-07-24 13:45:13.092590
Population Size: 100 Tournament Size: 3 Generations: 250 Mutation Count: 3 Best: 0.5295728368017525, Average: 0.5280722891566257, Time: 953.8709705000001, Date: 2022-07-24 14:01:06.964973
Population Size: 500 Tournament Size: 3 Generations: 250 Mutation Count: 3 Best: 0.5345016429353778, Average: 0.4837557502738222, Time: 4769.682391800001, Date: 2022-07-24 15:20:36.648523
Population Size: 10 Tournament Size: 6 Generations: 250 Mutation Count: 3 Best: 0.5394304490690033, Average: 0.53855421686747, Time: 359.299672000001, Date: 2022-07-24 15:26:35.949691
Population Size: 50 Tournament Size: 6 Generations: 250 Mutation Count: 3 Best: 0.5355969331872946, Average: 0.5296933187294638, Time: 653.7940395999976, Date: 2022-07-24 15:37:29.745439
Population Size: 100 Tournament Size: 6 Generations: 250 Mutation Count: 3 Best: 0.5279299014238773, Average: 0.5279299014238765, Time: 979.9762056999971, Date: 2022-07-24 15:53:49.723110
Population Size: 500 Tournament Size: 6 Generations: 250 Mutation Count: 3 Best: 0.5377875136911281, Average: 0.48144249726177424, Time: 4854.123651599999, Date: 2022-07-24 17:14:43.848054
Population Size: 10 Tournament Size: 3 Generations: 500 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 284.4495937000029, Date: 2022-07-24 17:19:28.299173
Population Size: 50 Tournament Size: 3 Generations: 500 Mutation Count: 1 Best: 0.5295728368017525, Average: 0.5295728368017523, Time: 1157.193791800004, Date: 2022-07-24 17:38:45.495299
Population Size: 100 Tournament Size: 3 Generations: 500 Mutation Count: 1 Best: 0.5372398685651698, Average: 0.5299288061336261, Time: 2298.9425478999983, Date: 2022-07-24 18:17:04.440267
Population Size: 500 Tournament Size: 3 Generations: 500 Mutation Count: 1 Best: 0.5334063526834611, Average: 0.5199025191675773, Time: 10334.632270900009, Date: 2022-07-24 21:09:19.074856
Population Size: 10 Tournament Size: 6 Generations: 500 Mutation Count: 1 Best: 0.5279299014238773, Average: 0.5279299014238773, Time: 406.8436056999926, Date: 2022-07-24 21:16:05.921380
Population Size: 50 Tournament Size: 6 Generations: 500 Mutation Count: 1 Best: 0.5345016429353778, Average: 0.5343373493975906, Time: 1861.2577921000047, Date: 2022-07-24 21:47:07.181770
Population Size: 100 Tournament Size: 6 Generations: 500 Mutation Count: 1 Best: 0.5432639649507119, Average: 0.536303395399781, Time: 2884.7541474000027, Date: 2022-07-24 22:35:11.938234
Population Size: 500 Tournament Size: 6 Generations: 500 Mutation Count: 1 Best: 0.5345016429353778, Average: 0.5260788608981364, Time: 11288.1975619, Date: 2022-07-25 01:43:20.138363
